Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2020","2020","1000 Int. $","2333","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2016","2016","1000 SLC","5993","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2017","2017","1000 SLC","5258","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2018","2018","1000 SLC","4773","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2019","2019","1000 SLC","4401","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2020","2020","1000 SLC","4564","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2016","2016","1000 SLC","5971","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2017","2017","1000 SLC","4888","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2018","2018","1000 SLC","4840","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2019","2019","1000 SLC","4463","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2020","2020","1000 SLC","4628","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2016","2016","1000 US$","6630","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2017","2017","1000 US$","5940","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2018","2018","1000 US$","5636","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2019","2019","1000 US$","4927","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2020","2020","1000 US$","5212","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2016","2016","1000 US$","7049","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2017","2017","1000 US$","5771","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2018","2018","1000 US$","5714","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2019","2019","1000 US$","5268","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2020","2020","1000 US$","5463","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","1000 SLC","2441421","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","1000 SLC","2582511","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 SLC","2212672","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 SLC","2369902","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 SLC","2250037","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","1000 SLC","2407277","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","1000 SLC","2524286","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 SLC","2546951","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 SLC","2535741","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 SLC","2591300","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","1000 US$","2700582","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","1000 US$","2917414","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 US$","2613065","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 US$","2653045","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 US$","2569984","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","1000 US$","2830793","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","1000 US$","2968388","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 US$","2995041","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 US$","2981858","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 US$","3047192","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 Int. $","2532251","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 Int. $","2655335","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 Int. $","2679177","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 Int. $","2667385","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 Int. $","2725828","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 SLC","2340926","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 SLC","2460522","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","2367327","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","2372862","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","2399026","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 SLC","2373778","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 SLC","2489159","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","2511509","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","2500455","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","2555241","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 US$","2589520","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 US$","2779623","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","2795705","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","2656358","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","2740158","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 US$","2793772","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 US$","2929568","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","2955872","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","2942862","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","3007341","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2016","2016","1000 SLC","113143","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2017","2017","1000 SLC","159886","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 SLC","165070","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 SLC","184100","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 SLC","206948","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2016","2016","1000 SLC","114180","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2017","2017","1000 SLC","161789","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 SLC","166548","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 SLC","177985","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 SLC","192047","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2016","2016","1000 US$","125159","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2017","2017","1000 US$","180621","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 US$","194940","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 US$","206095","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","236376","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2016","2016","1000 US$","134918","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2017","2017","1000 US$","191173","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 US$","196796","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 US$","210310","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","226926","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 Int. $","173799","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 Int. $","250181","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 Int. $","253511","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 Int. $","270919","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 Int. $","281846","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 SLC","113143","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 SLC","162427","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 SLC","165070","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 SLC","184100","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 SLC","199531","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 SLC","114180","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 SLC","164361","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 SLC","166548","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 SLC","177985","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 SLC","185163","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 US$","125159","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 US$","183492","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 US$","194940","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 US$","206095","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 US$","227904","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 US$","134918","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 US$","194211","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 US$","196796","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 US$","210310","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 US$","218792","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2016","2016","1000 Int. $","7953","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2017","2017","1000 Int. $","8006","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2016","2016","1000 Int. $","3462","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2017","2017","1000 Int. $","3476","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","1000 SLC","759024","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","1000 SLC","849567","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 SLC","765684","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 SLC","792673","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 SLC","880454","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","1000 SLC","769443","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","1000 SLC","800744","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 SLC","825430","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 SLC","828424","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 SLC","871319","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","1000 US$","839628","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","1000 US$","959746","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 US$","904238","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 US$","887378","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 US$","1005651","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","1000 US$","911375","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","1000 US$","948449","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 US$","977689","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 US$","981235","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 US$","1032042","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 Int. $","560830","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 Int. $","583644","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 Int. $","601638","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 Int. $","603820","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 Int. $","635085","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 SLC","759024","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 SLC","849567","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","765684","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","792673","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","880454","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 SLC","769443","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 SLC","800744","E","Estimated value"
