Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01212","Cabbages","2020","2020","1000 SLC","9443","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01212","Cabbages","2018","2018","1000 US$","14823","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01212","Cabbages","2019","2019","1000 US$","13389","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01212","Cabbages","2020","2020","1000 US$","11265","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2018","2018","1000 US$","11498","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2019","2019","1000 US$","11148","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2020","2020","1000 US$","11148","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2018","2018","1000 Int. $","13078","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2019","2019","1000 Int. $","14645","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2020","2020","1000 Int. $","14167","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01251","Carrots and turnips","2018","2018","1000 SLC","17982","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01251","Carrots and turnips","2019","2019","1000 SLC","25435","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01251","Carrots and turnips","2020","2020","1000 SLC","24605","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01251","Carrots and turnips","2018","2018","1000 SLC","19717","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01251","Carrots and turnips","2019","2019","1000 SLC","22079","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01251","Carrots and turnips","2020","2020","1000 SLC","21358","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2018","2018","1000 US$","21235","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2019","2019","1000 US$","28474","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2020","2020","1000 US$","28104","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01251","Carrots and turnips","2018","2018","1000 US$","23222","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01251","Carrots and turnips","2019","2019","1000 US$","26005","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01251","Carrots and turnips","2020","2020","1000 US$","25156","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2018","2018","1000 Int. $","4505","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2019","2019","1000 Int. $","4364","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2020","2020","1000 Int. $","4942","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01213","Cauliflowers and broccoli","2018","2018","1000 SLC","6682","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01213","Cauliflowers and broccoli","2019","2019","1000 SLC","6547","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01213","Cauliflowers and broccoli","2020","2020","1000 SLC","7160","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01213","Cauliflowers and broccoli","2018","2018","1000 SLC","5760","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01213","Cauliflowers and broccoli","2019","2019","1000 SLC","5580","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01213","Cauliflowers and broccoli","2020","2020","1000 SLC","6318","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2018","2018","1000 US$","7891","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2019","2019","1000 US$","7329","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2020","2020","1000 US$","8179","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01213","Cauliflowers and broccoli","2018","2018","1000 US$","6801","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01213","Cauliflowers and broccoli","2019","2019","1000 US$","6588","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01213","Cauliflowers and broccoli","2020","2020","1000 US$","7459","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2018","2018","1000 Int. $","617","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2019","2019","1000 Int. $","647","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2020","2020","1000 Int. $","692","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2018","2018","1000 Int. $","308","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2019","2019","1000 Int. $","231","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2020","2020","1000 Int. $","154","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2018","2018","1000 Int. $","67232","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2019","2019","1000 Int. $","67232","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2020","2020","1000 Int. $","67232","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0231","Hen eggs in shell, fresh","2018","2018","1000 SLC","90741","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0231","Hen eggs in shell, fresh","2019","2019","1000 SLC","91411","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0231","Hen eggs in shell, fresh","2020","2020","1000 SLC","92289","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0231","Hen eggs in shell, fresh","2018","2018","1000 SLC","86313","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0231","Hen eggs in shell, fresh","2019","2019","1000 SLC","86313","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0231","Hen eggs in shell, fresh","2020","2020","1000 SLC","86313","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2018","2018","1000 US$","107161","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2019","2019","1000 US$","102332","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2020","2020","1000 US$","105413","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2018","2018","1000 US$","101460","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2019","2019","1000 US$","101460","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2020","2020","1000 US$","101460","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2018","2018","1000 Int. $","10621","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2019","2019","1000 Int. $","10644","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2020","2020","1000 Int. $","10309","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2018","2018","1000 Int. $","2556","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2019","2019","1000 Int. $","2764","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2020","2020","1000 Int. $","3200","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2018","2018","1000 Int. $","2440","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2019","2019","1000 Int. $","2250","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2020","2020","1000 Int. $","2333","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2018","2018","1000 SLC","4773","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2019","2019","1000 SLC","4401","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01214","Lettuce and chicory","2020","2020","1000 SLC","4564","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2018","2018","1000 SLC","4840","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2019","2019","1000 SLC","4463","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01214","Lettuce and chicory","2020","2020","1000 SLC","4628","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2018","2018","1000 US$","5636","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2019","2019","1000 US$","4927","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2020","2020","1000 US$","5212","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2018","2018","1000 US$","5714","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2019","2019","1000 US$","5268","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01214","Lettuce and chicory","2020","2020","1000 US$","5463","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 SLC","2212672","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 SLC","2369902","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 SLC","2250037","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 SLC","2546951","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 SLC","2535741","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 SLC","2591300","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 US$","2613065","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 US$","2653045","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 US$","2569984","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 US$","2995041","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 US$","2981858","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 US$","3047192","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 Int. $","2679177","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 Int. $","2667385","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 Int. $","2725828","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","2367327","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","2372862","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","2399026","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","2511509","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","2500455","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","2555241","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","2795705","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","2656358","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","2740158","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","2955872","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","2942862","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","3007341","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 SLC","165070","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 SLC","184100","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 SLC","206948","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 SLC","166548","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 SLC","177985","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 SLC","192047","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 US$","194940","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 US$","206095","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","236376","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 US$","196796","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 US$","210310","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","226926","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 Int. $","253511","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 Int. $","270919","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 Int. $","281846","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 SLC","165070","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 SLC","184100","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 SLC","199531","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 SLC","166548","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 SLC","177985","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 SLC","185163","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 US$","194940","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 US$","206095","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 US$","227904","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 US$","196796","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 US$","210310","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 US$","218792","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 SLC","765684","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 SLC","792673","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 SLC","880454","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 SLC","825430","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 SLC","828424","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 SLC","871319","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 US$","904238","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 US$","887378","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 US$","1005651","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 US$","977689","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 US$","981235","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 US$","1032042","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 Int. $","601638","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 Int. $","603820","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 Int. $","635085","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","765684","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","792673","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","880454","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","825430","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","828424","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","871319","E","Estimated value"
